employee_id,training_date,training_program_name,training_type,training_outcome,location,trainer,training_duration_days,training_cost
1307,2022-11-16,Technical Skills,Internal,Incomplete,Kimberlyhaven,Keith Mcconnell,3,609.9
1308,2022-10-10,Leadership Development,External,Failed,East Diana,Stephen Wheeler,5,742.16
1309,2022-09-09,Technical Skills,External,Failed,North Alexandria,Jennifer Rodriguez,3,517.74
1310,2022-10-16,Project Management,Internal,Incomplete,Williamsshire,Samuel Ward,4,350.59
1311,2022-10-17,Leadership Development,Internal,Incomplete,New Jacobton,Christopher Brown,1,546.94
1312,2023-04-29,Communication Skills,Internal,Completed,West Davidview,Christopher Mcfarland,4,514.37
1313,2022-10-25,Leadership Development,Internal,Incomplete,West Christopher,Gregory Woodward,5,786.98
1314,2023-03-18,Project Management,Internal,Passed,New Dennis,Douglas Green,4,852.21
1315,2023-07-29,Communication Skills,External,Failed,Port Kelly,Gregory Davis,4,761.63
1316,2023-04-20,Technical Skills,External,Passed,South Micheleton,Susan Wilson,5,202.62
1317,2022-08-20,Communication Skills,External,Passed,West Jacob,Joseph Flowers,5,414.75
1318,2022-10-17,Communication Skills,External,Completed,Angelastad,Mindy Saunders PhD,4,344.55
1319,2023-05-19,Project Management,Internal,Failed,Lake Kenneth,Stephen Parker,1,777.46
1320,2022-08-25,Leadership Development,External,Completed,Matthewhaven,Michael Cummings,3,948.71
1321,2023-01-19,Customer Service,Internal,Passed,New Kimberly,Dustin Morgan,5,308.77
1322,2023-02-24,Customer Service,External,Incomplete,Goodmouth,Lynn Cuevas,1,891.25
1323,2023-03-30,Customer Service,Internal,Passed,East Lindsay,Michael Kramer,2,659.9
1324,2022-09-30,Project Management,Internal,Failed,Lake Theresa,Paul Torres,2,858.72
1325,2023-03-28,Project Management,External,Failed,Victorville,Robert Chapman,5,380.24
1326,2023-05-01,Leadership Development,External,Passed,Flemingport,Bryan Jones,5,505.4
1327,2023-07-02,Leadership Development,Internal,Passed,Abbottton,Belinda Gonzalez,3,609.01
1328,2023-03-24,Customer Service,Internal,Failed,West Erinhaven,Jonathan Rodriguez,3,656.38
1329,2023-06-11,Project Management,External,Passed,Port Victoria,Sandra Bates,5,692.63
1330,2022-11-20,Project Management,Internal,Incomplete,East Michellechester,Lisa Jenkins,3,633.72
1331,2022-09-14,Communication Skills,Internal,Failed,Bradshawburgh,Seth Smith,2,517.62
1332,2022-08-13,Leadership Development,External,Incomplete,Anthonystad,Adrian Gray,4,231.76
1333,2023-03-01,Customer Service,Internal,Passed,Thomasborough,Tyler Sanchez,2,605.12
1334,2023-04-01,Project Management,Internal,Failed,Shawnaport,Felicia Johnson,1,297.12
1335,2023-02-20,Leadership Development,Internal,Incomplete,Port Joseph,Joe Anderson,2,384.43
1336,2022-12-19,Leadership Development,Internal,Passed,Lopezport,Brian Sanchez,4,969.95
1337,2023-01-17,Project Management,External,Failed,Dawnchester,Morgan Haas,5,719.7
1338,2022-10-30,Leadership Development,External,Incomplete,Donnaland,Calvin Simmons,1,355.83
1339,2022-11-24,Customer Service,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47
1340,2023-02-06,Leadership Development,External,Incomplete,Dennishaven,Sarah Perkins,2,890.39
1341,2023-02-14,Project Management,Internal,Passed,West Ryan,Justin Ingram,3,268.78
1342,2023-01-28,Project Management,Internal,Failed,Smithborough,Alejandro Flynn,4,930.72
1343,2022-09-02,Customer Service,External,Completed,West Catherineton,Lori Smith,5,924.85
1344,2022-11-01,Technical Skills,Internal,Incomplete,Port Jesse,Marissa Johnson,5,284.38
1345,2022-11-30,Communication Skills,External,Passed,Lisaberg,Samantha Chan,1,395.1
1346,2023-07-02,Technical Skills,External,Failed,Bellview,James Dominguez,2,501.64
1347,2022-10-22,Communication Skills,Internal,Failed,New Vernonberg,Christopher Becker,5,792.72
1348,2023-08-01,Technical Skills,Internal,Completed,Lake Peter,Ernest Walter,4,594.15
1349,2022-11-26,Technical Skills,Internal,Incomplete,Mooreshire,Zoe Smith,3,870.01
1350,2023-01-29,Leadership Development,Internal,Incomplete,North Miguelport,Jennifer Jimenez,2,610.06
1351,2022-12-20,Project Management,Internal,Passed,Port Brian,Marcia Johnson,2,278.16
1352,2022-11-01,Communication Skills,External,Completed,Smithchester,Emily Harmon,4,218.93
1353,2022-12-16,Communication Skills,Internal,Incomplete,Clarkehaven,Mark Zamora,5,179.21
1354,2023-08-03,Communication Skills,External,Failed,Aprilville,Amanda Brooks,2,983.37
1355,2023-03-13,Project Management,Internal,Completed,West Mark,Todd Hansen,5,534.28
1356,2023-04-06,Technical Skills,Internal,Incomplete,Michellefort,Dwayne Day,3,301.39
1357,2023-05-26,Project Management,External,Incomplete,Williamview,Jessica Turner,3,231.65
1358,2022-08-10,Communication Skills,Internal,Completed,Danielchester,Mary Galloway,2,994.81
1359,2023-02-14,Customer Service,External,Incomplete,South Lisaview,Mary Bonilla,4,729.91
1360,2022-09-20,Leadership Development,Internal,Passed,North Anthonyberg,Douglas Barton,2,538.02
1361,2022-10-09,Project Management,Internal,Failed,Port Davidfurt,Stephen Chandler,4,903.88
1362,2022-08-29,Customer Service,Internal,Passed,Lake Allisonhaven,Tonya Wiley,4,196.94
1363,2022-12-15,Project Management,Internal,Completed,Danielleburgh,Dana Martin,2,285.83
1364,2022-12-28,Project Management,External,Incomplete,Poolemouth,John Wilson,4,818.6
1365,2023-04-10,Leadership Development,External,Incomplete,Anthonybury,Joshua Gallagher,1,610.97
1366,2022-11-18,Technical Skills,Internal,Completed,East David,Justin Herrera,1,762.83
1367,2022-09-20,Project Management,External,Incomplete,Medinafort,Jesus Jackson,5,438.44
1368,2022-10-19,Project Management,Internal,Incomplete,East Briantown,Denise Lopez,4,271.9
1369,2023-01-31,Communication Skills,External,Incomplete,Danatown,David Hernandez,2,629.2
1370,2022-09-06,Leadership Development,Internal,Incomplete,Marshallland,Jamie Davis MD,1,850.28
1371,2022-10-01,Leadership Development,External,Passed,New Brittanyshire,Eric Bradley,1,321.25
1372,2023-06-03,Customer Service,Internal,Passed,Ericamouth,Amy Fowler,1,475.32
1373,2022-09-08,Leadership Development,External,Failed,West Anthony,Julie Sanders,4,847.2
1374,2022-10-08,Customer Service,Internal,Completed,Colemanton,Ashley Miller,1,983.35
1375,2023-06-25,Technical Skills,External,Passed,North Shawnville,Candace Brown,3,880.9
1376,2023-08-02,Customer Service,External,Completed,South Kimberly,Adam Smith,3,795.72
1377,2023-06-20,Communication Skills,Internal,Completed,Port Kevinland,Anna Dennis,2,909.56
1378,2023-01-28,Communication Skills,External,Failed,New Ashleyburgh,Danny Santiago,5,145.7
1379,2023-03-06,Communication Skills,Internal,Passed,Joneston,Charles Lee,1,397.48
1380,2023-05-26,Communication Skills,External,Failed,West David,Grace Wheeler,3,326.7
1381,2022-09-20,Leadership Development,Internal,Failed,East Amy,Tammy Bowen,4,718.16
1382,2023-02-21,Communication Skills,Internal,Passed,Jameschester,Jose Gates,5,162.46
1383,2023-01-15,Customer Service,Internal,Completed,Port Marie,Kara English MD,3,924.64
1384,2022-10-04,Leadership Development,Internal,Passed,Carrollfort,Kristina Nelson,4,628.48
1385,2023-06-27,Communication Skills,Internal,Passed,Michaeltown,David Evans,1,678.07
1386,2023-06-29,Technical Skills,External,Passed,West Hannah,Lindsay Rogers,1,106.91
1387,2022-12-20,Communication Skills,External,Incomplete,Banksland,Paul Simon,1,195.95
1388,2023-04-18,Communication Skills,External,Completed,Port Nancy,Natasha Lewis,1,918.34
1389,2023-01-16,Communication Skills,External,Incomplete,Castilloville,Grace Archer,3,425.34
1390,2023-03-03,Communication Skills,External,Completed,Port Kelly,Anthony Burns,3,512.53
1391,2023-02-05,Leadership Development,External,Completed,Andersonland,Jason Jones,3,146.48
1392,2023-04-20,Leadership Development,External,Completed,North Coleview,Anthony Hodges,3,578.62
1393,2023-04-02,Technical Skills,External,Failed,Danastad,Stacy Leonard,3,255.61
1394,2023-02-13,Leadership Development,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
1395,2022-12-28,Communication Skills,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97
1396,2022-09-13,Communication Skills,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28
1397,2023-03-01,Customer Service,Internal,Incomplete,North Trevor,Stephanie Cook,2,669.41
1398,2023-01-04,Communication Skills,External,Passed,Olsonmouth,Kelly Rogers,3,191.99
1399,2023-05-02,Customer Service,Internal,Incomplete,Leahburgh,Jessica Garcia,2,695.11
1400,2022-08-06,Communication Skills,Internal,Failed,New Melissachester,David Dennis,2,634.92
1401,2023-07-03,Communication Skills,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98
1402,2022-10-14,Communication Skills,External,Passed,Lake Sarah,Mary Ramirez,3,602.33
1403,2023-06-08,Technical Skills,Internal,Failed,Lake Christopherfort,Ryan Craig,3,807.02
1404,2022-10-02,Project Management,Internal,Completed,North Ian,Rachel Harris,4,411.94
1405,2022-09-15,Customer Service,External,Completed,East Jaime,Ryan Flores,4,537.73
1406,2023-05-03,Technical Skills,Internal,Incomplete,Fordborough,Jonathan French,5,930.1
1407,2022-11-23,Communication Skills,External,Completed,Toddport,John Mercado,3,249.66
1408,2022-12-24,Communication Skills,Internal,Passed,Hunterfort,Brian Rocha,5,691.82
1409,2022-08-23,Customer Service,Internal,Passed,Ortegafort,David Rodriguez,4,938.59
1410,2022-11-25,Project Management,External,Completed,North Russellstad,Luis Reynolds,1,746.8
1411,2022-12-14,Technical Skills,External,Incomplete,Beardland,Jennifer Ferguson,1,690.75
1412,2022-08-24,Project Management,External,Incomplete,Andreahaven,Gwendolyn Sullivan,4,544.19
1413,2023-02-17,Technical Skills,Internal,Completed,Deleonborough,Misty Miranda,5,918.34
1414,2023-01-21,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
1415,2022-12-28,Customer Service,Internal,Incomplete,Aaronburgh,Joshua David,3,633.96
1416,2022-10-27,Customer Service,External,Passed,Fordside,Julie Lewis,2,638.69
1417,2023-01-05,Project Management,Internal,Passed,North James,Brandon Braun,1,643.82
1418,2023-06-24,Project Management,External,Failed,Lake Davidbury,Jermaine Coleman,1,840.76
1419,2023-04-13,Leadership Development,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04
1420,2023-02-16,Communication Skills,Internal,Completed,Kevinfort,Kari Finley,5,889.57
1421,2022-12-08,Customer Service,Internal,Completed,Kevinmouth,Karen Brown,5,835.97
1422,2023-04-13,Technical Skills,Internal,Failed,Lake Lauren,Andrea Cervantes,3,585.66
1423,2023-03-15,Communication Skills,Internal,Passed,Hernandezstad,James Welch,3,255.55
1424,2023-03-05,Technical Skills,External,Incomplete,Port Christiantown,Sean Wallace,4,695.24
1425,2023-03-13,Technical Skills,Internal,Failed,Beckland,Michael Barnes,1,850.15
1426,2022-12-02,Project Management,External,Completed,Mcfarlandside,Mary Baker,3,938.04
1427,2023-04-25,Project Management,External,Passed,Brettview,Crystal Norton,1,684.24
1428,2022-08-30,Technical Skills,Internal,Failed,South Crystal,Dr. Jennifer Jones,5,956.11
1429,2022-11-26,Communication Skills,External,Failed,Nicholsview,Claudia Williams,4,441.43
1430,2022-08-26,Leadership Development,External,Passed,New Robertfurt,Thomas Moran,4,193.99
1431,2022-10-15,Technical Skills,External,Failed,Kellyland,Danielle Peck,3,790.72
1432,2022-08-06,Communication Skills,Internal,Completed,Patelstad,Crystal Baldwin,4,894.75
1433,2022-09-18,Customer Service,Internal,Passed,South Jose,Tiffany Adams,4,863.73
1434,2023-04-27,Project Management,External,Incomplete,Patriciamouth,Diane Alvarado,2,746.99
1435,2022-09-21,Leadership Development,Internal,Passed,Morganshire,Jessica Alexander,4,360.38
1436,2022-08-26,Technical Skills,Internal,Incomplete,New Emilyland,Andrew Hendricks,1,298.3
1437,2022-12-28,Leadership Development,External,Passed,South Rickyton,James Garcia,3,537.12
1438,2023-05-12,Customer Service,External,Passed,Lake Tony,George Swanson,2,996.18
1439,2023-06-20,Communication Skills,Internal,Completed,Roseberg,Brandy Allison,4,764.43
1440,2022-11-13,Communication Skills,External,Failed,Jessetown,Michael Carlson,5,490.33
1441,2022-10-23,Customer Service,Internal,Incomplete,Gallowaychester,Heather Price,4,758.41
1442,2023-02-21,Technical Skills,External,Incomplete,Kingview,Heather Butler,3,367.56
1443,2023-05-03,Leadership Development,Internal,Failed,Sarahberg,Kimberly Gray,5,582.49
1444,2023-01-30,Leadership Development,External,Incomplete,New Jennaton,Christopher Garcia,2,561.14
1445,2023-07-20,Communication Skills,Internal,Passed,Kathleenhaven,Angela Perez MD,5,458.8
1446,2023-02-06,Communication Skills,Internal,Passed,Jenniferville,Jennifer Estrada,3,207.17
1447,2023-05-26,Technical Skills,External,Completed,Merrittstad,Johnny Austin,4,784.89
1448,2022-08-06,Leadership Development,Internal,Failed,Billymouth,Vicki Cook,5,151.43
1449,2022-10-09,Customer Service,Internal,Passed,Shermanhaven,Kristen Brown,5,675.71
1450,2023-06-23,Project Management,Internal,Incomplete,Whitefurt,Thomas Frederick,5,436.63
1451,2022-10-25,Communication Skills,External,Completed,Teresaberg,Jason Leonard,2,387.11
1452,2022-09-04,Technical Skills,Internal,Passed,Suarezfort,Janet Schneider,4,320.38
1453,2023-04-05,Technical Skills,Internal,Passed,Pearsonfort,Bryan Sanchez,2,294.55
1454,2022-12-14,Customer Service,External,Completed,South Anthonystad,Gina Williams,1,832.86
1455,2023-05-15,Leadership Development,Internal,Passed,Wallacemouth,Rachel Moore,5,223.34
1456,2022-09-30,Customer Service,External,Incomplete,Lake Olivia,Heather Peters,3,456.95
1457,2023-05-11,Project Management,External,Passed,Jameston,Mrs. Brittany Avila,5,988.47
1458,2023-05-22,Technical Skills,External,Incomplete,Graymouth,Brittany Mack,1,429.49
1459,2022-10-18,Project Management,Internal,Failed,Michelleview,Mark Cooper,3,798.97
1460,2023-03-06,Customer Service,Internal,Incomplete,Michelleshire,Richard Harris,2,864.22
1461,2023-06-01,Communication Skills,Internal,Passed,West Jessicamouth,Crystal Roberts,1,302.52
1462,2023-02-02,Leadership Development,External,Completed,East Sarahstad,Alisha Petersen,4,152.66
1463,2023-04-14,Customer Service,Internal,Completed,Lake Stephaniefort,Ralph Chavez,2,399.05
1464,2023-06-25,Customer Service,Internal,Completed,Navarrochester,Samuel Sparks,2,791.74
1465,2022-12-06,Leadership Development,External,Incomplete,New Jordan,Pamela Rodriguez,4,770.23
1466,2022-12-16,Project Management,External,Completed,Johnsontown,Valerie Collins,3,746.05
1467,2023-01-13,Technical Skills,External,Completed,East Danielside,Jennifer Richmond,2,177.66
1468,2023-04-10,Leadership Development,Internal,Passed,Sharonfort,Sharon Matthews,5,429.38
1469,2022-08-25,Leadership Development,External,Incomplete,Sharonstad,Wendy Lopez,3,867.59
1470,2023-04-17,Communication Skills,External,Failed,Lisaport,Anita Wright,5,502.65
1471,2023-03-06,Technical Skills,Internal,Completed,South Johnchester,Reginald Shaw,3,488.68
1472,2023-04-11,Project Management,Internal,Passed,Mistybury,Albert Schneider,3,416.76
1473,2023-02-11,Leadership Development,External,Passed,Mackenziemouth,Mark Ramirez,4,336.08
1474,2023-02-19,Project Management,External,Failed,Lake Kelliton,Stephanie Stevens,1,798.37
1475,2022-11-04,Technical Skills,Internal,Passed,Lake Veronica,Sherry Cortez,3,499.48
1476,2023-03-08,Technical Skills,External,Completed,Shelbyside,David Evans,2,615.32
1477,2023-03-12,Technical Skills,External,Failed,Reyesview,Leonard Miller,5,410.36
1478,2023-08-03,Leadership Development,External,Failed,North Ryan,Glenn Jensen,5,453.86
1479,2023-01-23,Project Management,Internal,Failed,South Joseton,Nathaniel Blevins,1,975.27
1480,2023-04-18,Leadership Development,External,Failed,Lake Meghan,Thomas Allen DDS,2,946.81
1481,2023-05-16,Communication Skills,Internal,Completed,Cooperview,Richard Flynn,5,142.57
1482,2022-10-13,Customer Service,Internal,Completed,Johnview,William Jones,5,186.57
1483,2022-08-22,Communication Skills,External,Incomplete,Melissabury,Jason Gibson,4,168.71
1484,2023-07-29,Communication Skills,External,Incomplete,North Georgeburgh,Danielle Maxwell,1,473.77
1485,2023-07-02,Leadership Development,External,Completed,East John,John Daniel,5,654.35
1486,2023-05-30,Customer Service,Internal,Incomplete,East April,Jenny Stewart,2,176.63
1487,2022-08-08,Customer Service,External,Failed,West Yvette,Christine Reed,3,385.82
1488,2023-07-23,Technical Skills,Internal,Incomplete,Boydfurt,Felicia Hart,5,428.44
1489,2022-10-01,Leadership Development,External,Completed,Rogersshire,Michele Ward,5,112.64
1490,2023-07-23,Communication Skills,External,Incomplete,North Randalltown,John Gonzalez,4,849.95
1491,2022-08-10,Technical Skills,External,Failed,West Ana,Corey Anthony,5,187.65
1492,2022-12-25,Customer Service,Internal,Failed,Lynchstad,Timothy Rice,1,285.56
1493,2022-10-09,Communication Skills,Internal,Incomplete,Lake Sharihaven,Bonnie Ross,3,793.43
1494,2023-02-01,Customer Service,External,Passed,Williamsborough,Diana Johnson,5,978.89
1495,2023-02-25,Customer Service,Internal,Completed,Lake Lesliehaven,Angela Norman,4,993.66
1496,2022-09-07,Customer Service,External,Completed,North Anthony,Jose Bell,3,768.55
1497,2022-08-23,Technical Skills,External,Completed,New Mark,Jeanette Kirby,3,140.78
1498,2023-08-05,Project Management,Internal,Passed,Lake Jacobborough,John Garza,3,598.07
1499,2023-01-18,Customer Service,External,Incomplete,Port Josephmouth,Pamela Fuentes,5,543.52
1500,2023-01-12,Technical Skills,Internal,Passed,New Kathrynchester,Ashley Robbins DDS,2,916.73
1501,2023-07-29,Customer Service,Internal,Completed,Valenzuelaland,Kelly Bruce,2,491.99
1502,2023-03-08,Technical Skills,Internal,Failed,Garciabury,Lindsey Maldonado,4,245.0
1503,2022-12-09,Communication Skills,External,Failed,Martinmouth,Ashley Carter,3,574.9
